vir,4/21/2014,5807683,12.112,250,gn
vir,4/21/2014,5807683,18.025,250,ot
vir,1/23/2014,5570123,6.798,100,ot
vir,4/15/2014,5790549,-340,-340,mm
vir,4/8/2014,5803653,-48.1,-1000,gn
vir,4/8/2014,5803653,-61.35,-300,bd
vir,4/8/2014,5803653,-42.135,-1200,e1
vir,4/8/2014,5803653,-109.25,-1500,ot
vir,4/1/2014,5666170,-1.639,0,z9
vir,4/1/2014,5809387,-0.656,0,z9
vir,4/15/2014,5560497,7.806,100,eq
vir,4/15/2014,5560497,5.75,100,e4
vir,4/21/2014,5808948,22.831,500,gn
vir,4/7/2014,5808948,-121.426,-2116.46,z9
vir,4/7/2014,5808948,-769.935,-7945.73,z8
vir,4/15/2014,5803579,4.61,100,gn
vir,4/15/2014,5607814,5.435,125,gn
vir,4/15/2014,5607814,9.314,125,eq
vir,4/15/2014,5786261,8.058,100,eq
vir,4/15/2014,5786261,5.935,100,e4
vir,4/14/2014,5805423,344.988,7400,gn
vir,4/14/2014,5805423,18500,18500,mm
vir,4/14/2014,5805423,0.13,0,mm
vir,4/14/2014,5805423,122.193,3700,e1
vir,4/14/2014,5805423,514.604,7400,ot
vir,4/15/2014,5560485,35.261,500,ot
vir,4/15/2014,5560485,29.36,500,e4
vir,4/15/2014,5568341,1.727,25,ot
vir,4/8/2014,5568341,-2.476,0,ot
vir,4/15/2014,5778666,9.298,200,gn
vir,4/15/2014,5778666,11.71,150,eq
vir,4/15/2014,5778666,8.626,150,e4
vir,4/15/2014,5480437,1.952,25,eq
vir,4/15/2014,5435766,2.325,50,gn
vir,4/15/2014,5560473,12.175,150,eq
vir,4/15/2014,5560473,10.768,150,ot
vir,4/1/2014,5784485,-23.6,-510.7,gn
vir,4/1/2014,5784485,-81.084,-395.69,bd
vir,4/1/2014,5784485,-6.14,-175.54,e1
vir,4/1/2014,5784485,-36.677,-512.38,ot
vir,4/8/2014,5431912,-3.86,0,ot
vir,4/8/2014,5789575,-53.969,0,ot
vir,4/2/2014,5790232,-396.259,-5555.55,ot
vir,4/8/2014,5790232,-102.039,0,ot
vir,4/15/2014,5790232,-1000,-1000,mm
vir,4/15/2014,5790361,4.684,100,gn
vir,4/15/2014,5790361,6.798,100,ot
vir,4/15/2014,5805606,11.748,250,gn
vir,4/15/2014,5805606,19.732,250,eq
vir,4/15/2014,5800521,7.622,175,gn
vir,4/15/2014,5800521,11.219,150,eq
vir,4/15/2014,5668204,1.089,25,gn
vir,4/15/2014,5808600,7.843,100,eq
vir,4/15/2014,5560469,11.996,250,gn
vir,4/15/2014,5560469,17.806,250,ot
vir,4/15/2014,5560469,11.869,200,e4
vir,4/15/2014,649032642,13.993,300,gn
vir,4/15/2014,649032642,5.068,150,e1
vir,4/15/2014,649032642,20.819,300,ot
vir,4/15/2014,5803301,-1500,-1500,mm
vir,4/15/2014,5430487,2.325,50,gn
vir,4/15/2014,5430487,3.903,50,eq
vir,4/15/2014,5430483,2.325,50,gn
vir,4/15/2014,5430483,3.903,50,eq
vir,4/15/2014,5803511,2.325,50,gn
vir,4/15/2014,5803503,2.325,50,gn
vir,4/30/2014,649243198,100,100,mm
vir,4/15/2014,5662204,1.153,25,gn
vir,4/21/2014,5650266,11.66,250,gn
vir,4/21/2014,5650266,40.486,200,bd
vir,4/21/2014,5650266,6.757,200,e1
vir,4/21/2014,5650266,24.289,350,ot
vir,4/1/2014,5650266,-58.912,0,ot
vir,4/15/2014,5569505,12.432,250,gn
vir,4/28/2014,5569505,19.891,400,gn
vir,4/15/2014,5569505,18.587,250,ot
vir,4/28/2014,5569505,28.86,400,ot
vir,4/15/2014,5661663,,0,bd
vir,4/15/2014,5661663,32.662,0,z1
vir,4/8/2014,5790390,-47.342,0,ot
vir,4/15/2014,5560457,3.903,50,eq
vir,4/15/2014,5560457,2.875,50,e4
vir,4/14/2014,5560457,-147.28,-1503.73,z8
vir,4/15/2014,5567513,1.994,25,eq
vir,4/15/2014,5784989,-21.449,-225,z7
vir,4/15/2014,5806392,-460,-460,mm
vir,4/15/2014,5649159,4.355,100,gn
vir,4/15/2014,5649159,6.748,100,ot
vir,4/15/2014,5560548,16.619,350,gn
vir,4/15/2014,5560548,27.911,350,eq
vir,4/15/2014,5560548,17.616,300,e4
vir,4/1/2014,5803351,-143.164,-2000,ot
vir,4/28/2014,5652200,-39.781,-800,gn
vir,4/28/2014,5652200,-143.443,-700,bd
vir,4/28/2014,5652200,-24.536,-700,e1
vir,4/28/2014,5652200,-57.72,-800,ot
vir,4/15/2014,5673357,1.162,25,gn
vir,4/25/2014,5677691,-95.511,-1000,z7
vir,4/15/2014,5773074,2.325,50,gn
vir,4/15/2014,5773074,3.903,50,eq
vir,4/15/2014,649294689,57.436,1164.23,gn
vir,4/15/2014,649294689,190.325,930.69,bd
vir,4/15/2014,649294689,45.2,1284.13,e1
vir,4/15/2014,649294689,49.082,676.35,ot
vir,4/4/2014,1250014907,701.59,15000,gn
vir,4/4/2014,1250014907,160000,160000,mm
vir,4/4/2014,1250014907,345.304,10000,e1
vir,4/4/2014,1250014907,1060.071,15000,ot
vir,4/15/2014,5803321,-3000,-3000,mm
vir,4/15/2014,5803321,-194.047,-5555.56,e1
vir,4/15/2014,5803321,-78.027,-2222.22,e1
vir,4/15/2014,5808016,1.162,25,gn
vir,4/15/2014,5805729,23.245,500,gn
vir,4/1/2014,5805729,-3.189,0,gn
vir,4/8/2014,5667082,-2.185,0,ot
vir,4/15/2014,5788793,3.453,50,ot
vir,4/15/2014,5679490,2.307,50,gn
vir,4/15/2014,5679490,3.434,50,ot
vir,4/15/2014,5679498,2.307,50,gn
vir,4/15/2014,5679498,3.434,50,ot
vir,4/15/2014,5803879,2.325,50,gn
vir,4/15/2014,5803879,3.903,50,eq
vir,4/15/2014,5643648,3.36,50,ot
vir,4/4/2014,5782873,-88.09,-2500,e1
vir,4/15/2014,5789547,22.242,500,gn
vir,4/15/2014,5789547,34.459,500,ot
vir,4/15/2014,5672078,-128.074,-625,bd
vir,4/15/2014,5672078,9.403,0,bd
vir,4/25/2014,1250025143,-2300,-2300,gn
vir,4/15/2014,5565977,1.86,40,gn
vir,4/15/2014,5565977,2.417,35,ot
vir,4/15/2014,5566028,1.2,25,gn
vir,4/15/2014,1250019054,4.494,100,gn
vir,4/15/2014,1250019054,6.959,100,ot
vir,4/15/2014,5800485,17.978,400,gn
vir,4/15/2014,5800485,27.836,400,ot
vir,4/3/2014,5809234,-21.06,-600,e1
vir,4/16/2014,5809234,-70.249,-2000,e1
vir,4/15/2014,5809164,1.307,30,gn
vir,4/15/2014,5608196,-1200,-1200,mm
vir,4/15/2014,1250019096,4.649,100,gn
vir,4/15/2014,5560492,7.893,100,eq
vir,4/15/2014,5560492,5.811,100,e4
vir,4/3/2014,5783760,-232.666,-5000,gn
vir,4/3/2014,5783760,-571.429,-8000,ot
vir,4/25/2014,5807861,-3100,-3100,mm
vir,4/15/2014,5605937,7.049,150,gn
vir,4/15/2014,5605937,11.839,150,eq
vir,4/15/2014,5560488,9.867,200,gn
vir,4/15/2014,5560488,16.57,200,eq
vir,4/15/2014,5560488,12.203,200,e4
vir,4/8/2014,5804182,-50.401,0,ot
vir,4/8/2014,5650212,-1.894,0,ot
vir,4/8/2014,5805964,-31.391,0,ot
vir,4/15/2014,5804986,4.649,100,gn
vir,4/29/2014,5804986,-81.724,-1650,gn
vir,4/29/2014,5804986,-94.005,-458.74,bd
vir,4/29/2014,5804986,-15.789,-451.41,e1
vir,4/29/2014,5804986,-32.266,-449.47,ot
vir,4/15/2014,5679618,4.649,100,gn
vir,4/15/2014,649024583,-840,-840,mm
vir,4/15/2014,5437242,-3900,-3900,mm
vir,4/14/2014,5803610,29.748,625,gn
vir,4/14/2014,5803610,16.863,500,e1
vir,4/14/2014,5803610,62.145,875,ot
vir,4/14/2014,5803610,101.215,500,bd
vir,4/15/2014,5803610,5.935,125,gn
vir,4/15/2014,5803610,9.968,125,eq
vir,4/15/2014,5803599,29.748,625,gn
vir,4/15/2014,5803599,16.863,500,e1
vir,4/15/2014,5803599,62.145,875,ot
vir,4/15/2014,5803599,101.215,500,bd
vir,4/15/2014,5803599,5.935,125,gn
vir,4/15/2014,5803599,9.968,125,eq
vir,4/15/2014,1250024054,11.871,250,gn
vir,4/15/2014,1250024054,17.63,250,ot
vir,4/25/2014,5673224,3.493,73,gn
vir,4/15/2014,5803481,15.613,200,eq
vir,4/15/2014,1250026638,11.416,250,gn
vir,4/15/2014,1250026638,16.984,250,ot
vir,4/1/2014,5608684,-3.147,0,e4
vir,4/15/2014,5608684,3.903,50,eq
vir,4/15/2014,5608684,2.875,50,e4
vir,4/15/2014,5808972,-700,-700,mm
vir,4/4/2014,5659064,-176.18,-5000,e1
vir,4/15/2014,5807575,-57.435,-1164.21,gn
vir,4/15/2014,5807575,-57.436,-1164.23,gn
vir,4/15/2014,5807575,-190.325,-930.69,bd
vir,4/15/2014,5807575,-190.325,-930.69,bd
vir,4/15/2014,5807575,-45.2,-1284.13,e1
vir,4/15/2014,5807575,-45.201,-1284.16,e1
vir,4/15/2014,5807575,-49.085,-676.35,ot
vir,4/15/2014,5807575,-49.082,-676.35,ot
vir,4/15/2014,5807575,-66.863,-906,ot
vir,4/15/2014,649294691,57.435,1164.21,gn
vir,4/15/2014,649294691,190.325,930.69,bd
vir,4/15/2014,649294691,45.201,1284.16,e1
vir,4/15/2014,649294691,49.082,676.35,ot
vir,4/15/2014,649058259,-1500,-1500,mm
vir,4/15/2014,649240330,9.298,200,gn
vir,4/15/2014,649240330,13.495,200,ot
vir,4/15/2014,5806743,-500,-500,mm
vir,4/15/2014,5806743,18.56,0,mm
vir,4/15/2014,5806743,116.11,0,mm
vir,4/29/2014,5806743,-22.182,0,ot
vir,4/30/2014,5806763,2.888,0,bd
vir,4/2/2014,5605670,-123.538,-1732,ot
vir,4/2/2014,5804277,123.538,1732,ot
vir,5/15/2014,5807683,12.267,250,gn
vir,5/15/2014,5807683,17.883,250,ot
vir,5/15/2014,5807683,6.338,126.5,gn
vir,5/15/2014,5807683,8.94,126.5,ot
vir,5/15/2014,5790549,-340,-340,mm
vir,5/15/2014,5560497,7.764,100,eq
vir,5/15/2014,5560497,5.889,100,e4
vir,5/15/2014,5665694,47.551,1000,gn
vir,5/15/2014,5665694,77.882,1000,z5
vir,5/15/2014,5665694,199.203,1000,bd
vir,5/15/2014,5808948,23.901,500,gn
vir,5/15/2014,5803579,4.658,100,gn
vir,5/15/2014,5607814,5.782,125,gn
vir,5/15/2014,5607814,9.579,125,eq
vir,5/15/2014,5786261,8.013,100,eq
vir,5/15/2014,5786261,6.079,100,e4
vir,5/15/2014,5560485,34.364,500,ot
vir,5/15/2014,5560485,30.084,500,e4
vir,5/15/2014,5568341,1.684,25,ot
vir,5/15/2014,5778666,9.556,200,gn
vir,5/15/2014,5778666,11.646,150,eq
vir,5/15/2014,5778666,8.834,150,e4
vir,5/15/2014,5480437,1.941,25,eq
vir,5/15/2014,5435766,2.389,50,gn
vir,5/15/2014,5560473,12.107,150,eq
vir,5/15/2014,5560473,10.497,150,ot
vir,5/15/2014,5790232,-1000,-1000,gn
vir,5/15/2014,5790361,4.645,100,gn
vir,5/15/2014,5790361,6.609,100,ot
vir,5/15/2014,649296796,6.743,100,ot
vir,5/15/2014,5805606,12.071,250,gn
vir,5/15/2014,5805606,19.608,250,eq
vir,5/15/2014,5800521,8.143,175,gn
vir,5/15/2014,5800521,11.494,150,eq
vir,5/15/2014,5668204,1.163,25,gn
vir,5/15/2014,5808600,7.559,100,eq
vir,5/15/2014,5560469,12.321,250,gn
vir,5/15/2014,5560469,17.361,250,ot
vir,5/15/2014,5560469,12.158,200,e4
vir,5/13/2014,5567497,-73.484,0,ot
vir,5/15/2014,649032642,14.641,300,gn
vir,5/15/2014,649032642,4.98,150,e1
vir,5/15/2014,649032642,20.59,300,ot
vir,5/15/2014,5803301,-1500,-1500,mm
vir,5/15/2014,5573620,203.666,1000,bd
vir,5/15/2014,5573620,285.714,4000,ot
vir,5/15/2014,5430487,2.389,50,gn
vir,5/15/2014,5430487,3.882,50,eq
vir,5/15/2014,5430483,2.389,50,gn
vir,5/15/2014,5430483,3.882,50,eq
vir,5/15/2014,5803511,2.389,50,gn
vir,5/15/2014,5803503,2.389,50,gn
vir,5/12/2014,5674478,286.074,6142,gn
vir,5/12/2014,5674478,10236,10236,mm
vir,5/12/2014,5674478,99.935,3070,e1
vir,5/12/2014,5674478,407.565,6142,ot
vir,5/15/2014,649243198,100,100,mm
vir,5/15/2014,5662204,1.184,25,gn
vir,5/12/2014,5650266,11.922,250,gn
vir,5/12/2014,5650266,40.323,200,bd
vir,5/12/2014,5650266,6.627,200,e1
vir,5/12/2014,5650266,23.665,350,ot
vir,5/21/2014,5569505,-141.643,-2000,ot
vir,5/15/2014,5560457,3.882,50,eq
vir,5/15/2014,5560457,2.945,50,e4
vir,5/15/2014,5567513,1.983,25,eq
vir,5/15/2014,5784989,-21.186,-225,z7
vir,5/15/2014,5806392,-460,-460,mm
vir,5/15/2014,5560548,17.073,350,gn
vir,5/15/2014,5560548,27.756,350,eq
vir,5/15/2014,5560548,18.051,300,e4
vir,5/15/2014,5673357,1.194,25,gn
vir,2/26/2014,5677691,-34.352,-1000,e1
vir,5/15/2014,5773074,2.389,50,gn
vir,5/15/2014,5773074,3.882,50,eq
vir,5/15/2014,5803321,-3000,-3000,mm
vir,5/22/2014,5803321,-114.155,-3333.33,e1
vir,5/15/2014,5808016,1.194,25,gn
vir,5/15/2014,5805729,23.397,500,gn
vir,5/5/2014,5805813,-470.81,-5000,z7
vir,5/5/2014,8760021740,-470.81,-5000,z7
vir,5/15/2014,5788793,3.367,50,ot
vir,5/15/2014,5679490,2.415,50,gn
vir,5/15/2014,5679490,3.397,50,ot
vir,5/15/2014,5679498,2.415,50,gn
vir,5/15/2014,5679498,3.397,50,ot
vir,5/15/2014,5803879,2.389,50,gn
vir,5/15/2014,5803879,3.882,50,eq
vir,5/15/2014,5643648,3.372,50,ot
vir,5/15/2014,5789547,23.764,500,gn
vir,5/15/2014,5789547,34.435,500,ot
vir,5/13/2014,5660316,-20.099,0,ot
vir,5/15/2014,5672078,-127.291,-625,bd
vir,5/15/2014,5672078,8.733,0,bd
vir,5/15/2014,1250025143,-2300,-2300,mm
vir,5/15/2014,5565977,1.931,40,gn
vir,5/15/2014,5565977,2.381,35,ot
vir,5/15/2014,5566028,1.232,25,gn
vir,5/15/2014,1250019054,4.803,100,gn
vir,5/15/2014,1250019054,6.954,100,ot
vir,5/15/2014,5800485,19.212,400,gn
vir,5/15/2014,5800485,27.816,400,ot
vir,5/15/2014,5809234,-52.174,-1500,e1
vir,5/15/2014,5809164,1.396,30,gn
vir,5/15/2014,5608196,-1200,-1200,mm
vir,5/15/2014,1250019096,4.778,100,gn
vir,5/15/2014,5560492,7.843,100,eq
vir,5/15/2014,5560492,5.952,100,e4
vir,5/15/2014,5809571,90.779,1900,gn
vir,5/15/2014,5809571,4750,4750,mm
vir,5/15/2014,5809571,30.935,950,e1
vir,5/15/2014,5809571,127.946,1900,ot
vir,5/1/2014,5649771,-188.501,-2000,z7
