Account,Fund,Type,Date,Company,Account,Units
1301137883,gn,,6/10/2011,SBL,-104.52,0
1301138484,gn,,6/10/2011,SBL,-104.52,0
1301138860,gn,,6/10/2011,SBL,-104.52,0
1301139105,gn,,6/10/2011,SBL,-104.52,0
1301139106,gn,,6/10/2011,SBL,-104.52,0
1301139331,gn,,6/10/2011,SBL,-104.52,0
1301139332,gn,,6/10/2011,SBL,-104.52,0
1301140013,gn,,6/10/2011,SBL,-104.52,0
1301140965,gn,,6/10/2011,SBL,-104.52,0
1301141005,gn,,6/10/2011,SBL,-104.52,0
1301141379,gn,,6/10/2011,SBL,-104.52,0
1301141551,gn,,6/10/2011,SBL,-104.52,0
1301141794,gn,,6/10/2011,SBL,-104.52,0
1301142584,gn,,6/10/2011,SBL,-104.52,0
1301142942,gn,,6/10/2011,SBL,-104.52,0
1301142969,gn,,6/10/2011,SBL,-104.52,0
1301143195,gn,,6/10/2011,SBL,-104.52,0
1301143481,gn,,6/10/2011,SBL,-104.52,0
1301143680,gn,,6/10/2011,SBL,-104.52,0
1301144084,gn,,6/10/2011,SBL,-104.52,0
1301144653,gn,,6/10/2011,SBL,-104.52,0
1301144837,gn,,6/10/2011,SBL,-104.52,0
1301144899,gn,,6/10/2011,SBL,-104.52,0
1301145012,gn,,6/10/2011,SBL,-104.52,0
1301145116,gn,,6/10/2011,SBL,-104.52,0
1301145571,gn,,6/10/2011,SBL,-104.52,0
1301145839,gn,,6/10/2011,SBL,-104.52,0
1301146778,gn,nw,6/10/2011,SBL,-104.52,0
1301146859,gn,,6/10/2011,SBL,-104.52,0
1301147105,gn,,6/10/2011,SBL,-104.52,0
1301147106,gn,,6/10/2011,SBL,-104.52,0
1301147141,gn,,6/10/2011,SBL,-104.52,0
1301151648,gn,,6/10/2011,SBL,-104.52,0
1301151748,gn,,6/10/2011,SBL,-104.52,0
1301152250,gn,,6/10/2011,SBL,-104.52,0
1301152698,gn,,6/10/2011,SBL,-104.52,0
1301154816,gn,,6/10/2011,SBL,-104.52,0
1301155533,gn,,6/10/2011,SBL,-104.52,0
1301156710,gn,,6/10/2011,SBL,-104.52,0
1301158158,gn,,6/10/2011,SBL,-104.52,0
1301158423,gn,,6/10/2011,SBL,-104.52,0
1301159072,gn,,6/10/2011,SBL,-104.52,0
1301159692,gn,,6/10/2011,SBL,-104.52,0
1301159919,gn,,6/10/2011,SBL,-104.52,0
1301161397,gn,,6/10/2011,SBL,-104.52,0
1301161472,gn,,6/10/2011,SBL,-104.52,0
1301162746,gn,,6/10/2011,SBL,-104.52,0
1301164650,gn,,6/10/2011,SBL,-104.52,0
1301169979,gn,,6/10/2011,SBL,-104.52,0
1301171822,gn,,6/10/2011,SBL,-104.52,0
1301175948,gn,,6/10/2011,SBL,-104.52,0
1301178025,gn,,6/10/2011,SBL,-104.52,0
1301178384,gn,,6/10/2011,SBL,-104.52,0
1301178660,gn,,6/10/2011,SBL,-104.52,0
1301179814,gn,,6/10/2011,SBL,-104.52,0
1301181112,gn,,6/10/2011,SBL,-104.52,0
1301182308,gn,nw,6/10/2011,SBL,-104.52,0
1301182862,gn,,6/10/2011,SBL,-104.52,0
1301182970,gn,,6/10/2011,SBL,-104.52,0
1301183085,gn,,6/10/2011,SBL,-104.52,0
1301184563,gn,,6/10/2011,SBL,-104.52,0
1301185303,gn,,6/10/2011,SBL,-104.52,0
1301186964,gn,,6/10/2011,SBL,-104.52,0
1301187893,gn,,6/10/2011,SBL,-104.52,0
1301188049,gn,,6/10/2011,SBL,-104.52,0
1301188442,gn,,6/10/2011,SBL,-104.52,0
1301188713,gn,,6/10/2011,SBL,-104.52,0
1301188723,gn,,6/10/2011,SBL,-104.52,0
1301188785,gn,,6/10/2011,SBL,-104.52,0
1301189346,gn,,6/10/2011,SBL,-104.52,0
1301189560,gn,,6/10/2011,SBL,-104.52,0
1301189589,gn,,6/10/2011,SBL,-104.52,0
1301189922,gn,,6/10/2011,SBL,-104.52,0
1301190932,gn,,6/10/2011,SBL,-104.52,0
1301190977,gn,,6/10/2011,SBL,-104.52,0
1301191802,gn,,6/10/2011,SBL,-104.52,0
1301192041,gn,,6/10/2011,SBL,-104.52,0
1301192354,gn,,6/10/2011,SBL,-104.52,0
1301192607,gn,,6/10/2011,SBL,-104.52,0
1301192745,gn,,6/10/2011,SBL,-104.52,0
1301192746,gn,,6/10/2011,SBL,-104.52,0
1301194067,gn,,6/10/2011,SBL,-104.52,0
1301194958,gn,,6/10/2011,SBL,-104.52,0
1301195172,gn,,6/10/2011,SBL,-104.52,0
1301195220,gn,,6/10/2011,SBL,-104.52,0
1301196335,gn,,6/10/2011,SBL,-104.52,0
1301196457,gn,,6/10/2011,SBL,-104.52,0
1301199157,gn,,6/10/2011,SBL,-104.52,0
1301199364,gn,,6/10/2011,SBL,-104.52,0
1301199411,gn,,6/10/2011,SBL,-104.52,0
1301200420,gn,,6/10/2011,SBL,-104.52,0
1301200431,gn,,6/10/2011,SBL,-104.52,0
1301200710,gn,,6/10/2011,SBL,-104.52,0
1301201152,gn,,6/10/2011,SBL,-104.52,0
1301201682,gn,,6/10/2011,SBL,-104.52,0
1301203706,gn,,6/10/2011,SBL,-104.52,0
1301203783,gn,,6/10/2011,SBL,-104.52,0
1301203784,gn,,6/10/2011,SBL,-104.52,0
1301203874,gn,,6/10/2011,SBL,-104.52,0
1301203877,gn,,6/10/2011,SBL,-104.52,0
1301204226,gn,,6/10/2011,SBL,-104.52,0
1301204274,gn,,6/10/2011,SBL,-104.52,0
1301204404,gn,,6/10/2011,SBL,-104.52,0
1301204407,gn,,6/10/2011,SBL,-104.52,0
1301204949,gn,,6/10/2011,SBL,-104.52,0
1301205647,gn,,6/10/2011,SBL,-104.52,0
1301205648,gn,,6/10/2011,SBL,-104.52,0
1301205649,gn,,6/10/2011,SBL,-104.52,0
1301206073,gn,,6/10/2011,SBL,-104.52,0
1301206159,gn,,6/10/2011,SBL,-104.52,0
1301206763,gn,,6/10/2011,SBL,-104.52,0
1301208588,gn,,6/10/2011,SBL,-104.52,0
1301209251,gn,,6/10/2011,SBL,-104.52,0
1301209317,gn,,6/10/2011,SBL,-104.52,0
1301212342,gn,,6/10/2011,SBL,-104.52,0
1301212461,gn,,6/10/2011,SBL,-104.52,0
1301212713,gn,,6/10/2011,SBL,-104.52,0
1301213429,gn,,6/10/2011,SBL,-104.52,0
1301213485,gn,,6/10/2011,SBL,-104.52,0
1301213661,gn,,6/10/2011,SBL,-104.52,0
1301213754,gn,,6/10/2011,SBL,-104.52,0
1301213839,gn,,6/10/2011,SBL,-104.52,0
1301213874,gn,,6/10/2011,SBL,-104.52,0
1301214014,gn,,6/10/2011,SBL,-104.52,0
1301215160,gn,,6/10/2011,SBL,-104.52,0
1301215392,gn,,6/10/2011,SBL,-104.52,0
1301215538,gn,,6/10/2011,SBL,-104.52,0
1301215716,gn,,6/10/2011,SBL,-104.52,0
1301215976,gn,,6/10/2011,SBL,-104.52,0
1301215985,gn,,6/10/2011,SBL,-104.52,0
1301216419,gn,,6/10/2011,SBL,-104.52,0
1301216948,gn,,6/10/2011,SBL,-104.52,0
1301216954,gn,,6/10/2011,SBL,-104.52,0
1301217195,gn,,6/10/2011,SBL,-104.52,0
1301217196,gn,,6/10/2011,SBL,-104.52,0
1301217211,gn,,6/10/2011,SBL,-104.52,0
1301217303,gn,,6/10/2011,SBL,-104.52,0
1301217306,gn,,6/10/2011,SBL,-104.52,0
1301217350,gn,,6/10/2011,SBL,-104.52,0
1301217575,gn,,6/10/2011,SBL,-104.52,0
1301217588,gn,,6/10/2011,SBL,-104.52,0
1301217589,gn,,6/10/2011,SBL,-104.52,0
1301217590,gn,,6/10/2011,SBL,-104.52,0
1301217695,gn,,6/10/2011,SBL,-104.52,0
1301217800,gn,,6/10/2011,SBL,-104.52,0
1301217841,gn,,6/10/2011,SBL,-104.52,0
1301217842,gn,,6/10/2011,SBL,-104.52,0
1301217843,gn,,6/10/2011,SBL,-104.52,0
1301217845,gn,,6/10/2011,SBL,-104.52,0
1301218302,gn,,6/10/2011,SBL,-104.52,0
1301219129,gn,,6/10/2011,SBL,-104.52,0
1301219152,gn,,6/10/2011,SBL,-104.52,0
1301219369,gn,,6/10/2011,SBL,-104.52,0
1301219541,gn,,6/10/2011,SBL,-104.52,0
1301219731,gn,,6/10/2011,SBL,-104.52,0
1301219886,gn,,6/10/2011,SBL,-104.52,0
1301220787,gn,,6/10/2011,SBL,-104.52,0
1301221106,gn,,6/10/2011,SBL,-104.52,0
1301221429,gn,,6/10/2011,SBL,-104.52,0
1301221682,gn,,6/10/2011,SBL,-104.52,0
1301221749,gn,,6/10/2011,SBL,-104.52,0
1301221795,gn,,6/10/2011,SBL,-104.52,0
1301222685,gn,,6/10/2011,SBL,-104.52,0
1301222688,gn,,6/10/2011,SBL,-104.52,0
1301223362,gn,,6/10/2011,SBL,-104.52,0
1301223635,gn,,6/10/2011,SBL,-104.52,0
1301224390,gn,,6/10/2011,SBL,-104.52,0
1301224391,gn,,6/10/2011,SBL,-104.52,0
1301224812,gn,,6/10/2011,SBL,-104.52,0
1301224824,gn,,6/10/2011,SBL,-104.52,0
1301224887,gn,nw,6/10/2011,SBL,-104.52,0
1301224969,gn,,6/10/2011,SBL,-104.52,0
1301225857,gn,,6/10/2011,SBL,-104.52,0
1301225859,gn,,6/10/2011,SBL,-104.52,0
1301225860,gn,,6/10/2011,SBL,-104.52,0
1301226048,gn,,6/10/2011,SBL,-104.52,0
1301226288,gn,,6/10/2011,SBL,-104.52,0
1301226505,gn,,6/10/2011,SBL,-104.52,0
1301226555,gn,,6/10/2011,SBL,-104.52,0
1301226780,gn,,6/10/2011,SBL,-104.52,0
1301226845,gn,,6/10/2011,SBL,-104.52,0
1301226846,gn,,6/10/2011,SBL,-104.52,0
1301226863,gn,,6/10/2011,SBL,-104.52,0
1301226864,gn,,6/10/2011,SBL,-104.52,0
1301226880,gn,,6/10/2011,SBL,-104.52,0
1301226902,gn,,6/10/2011,SBL,-104.52,0
1301226912,gn,,6/10/2011,SBL,-104.52,0
1301226913,gn,,6/10/2011,SBL,-104.52,0
1301226914,gn,,6/10/2011,SBL,-104.52,0
1301226945,gn,,6/10/2011,SBL,-104.52,0
1301226946,gn,,6/10/2011,SBL,-104.52,0
1301227017,gn,,6/10/2011,SBL,-104.52,0
1301227018,gn,,6/10/2011,SBL,-104.52,0
1301227173,gn,,6/10/2011,SBL,-104.52,0
1301227181,gn,,6/10/2011,SBL,-104.52,0
1301227406,gn,,6/10/2011,SBL,-104.52,0
1301227487,gn,,6/10/2011,SBL,-104.52,0
1301227489,gn,,6/10/2011,SBL,-104.52,0
1301227843,gn,,6/10/2011,SBL,-104.52,0
1301228010,gn,,6/10/2011,SBL,-104.52,0
2060001766,gn,,6/10/2011,SBL,-104.52,0
3010003205,gn,,6/10/2011,SBL,-104.52,0
3010003213,gn,,6/10/2011,SBL,-104.52,0
3010003307,gn,,6/10/2011,SBL,-104.52,0
3010003473,gn,,6/10/2011,SBL,-104.52,0
3010004016,gn,,6/10/2011,SBL,-104.52,0
3010004058,gn,,6/10/2011,SBL,-104.52,0
3010004179,gn,,6/10/2011,SBL,-104.52,0
3010004324,gn,,6/10/2011,SBL,-104.52,0
3010004659,gn,,6/10/2011,SBL,-104.52,0
3010004712,gn,,6/10/2011,SBL,-104.52,0
3010004964,gn,,6/10/2011,SBL,-104.52,0
3010005047,gn,,6/10/2011,SBL,-104.52,0
3010005061,gn,,6/10/2011,SBL,-104.52,0
3010005089,gn,,6/10/2011,SBL,-104.52,0
3010005095,gn,,6/10/2011,SBL,-104.52,0
3010005347,gn,,6/10/2011,SBL,-104.52,0
3010005466,gn,,6/10/2011,SBL,-104.52,0
3010005517,gn,,6/10/2011,SBL,-104.52,0
3010005554,gn,,6/10/2011,SBL,-104.52,0
3010005612,gn,nw,3/4/2011,SBL,-104.52,0
3010005711,gn,,6/10/2011,SBL,-104.52,0
3010005844,gn,,6/10/2011,SBL,-104.52,0
3010005847,gn,,6/10/2011,SBL,-104.52,0
3010005903,gn,,6/10/2011,SBL,-104.52,0
3010005928,gn,,6/10/2011,SBL,-104.52,0
3010006024,gn,,6/10/2011,SBL,-104.52,0
3010006126,gn,,6/10/2011,SBL,-104.52,0
3010006249,gn,,6/10/2011,SBL,-104.52,0
3010006250,gn,,6/10/2011,SBL,-104.52,0
3010006346,gn,,6/10/2011,SBL,-104.52,0
3010006352,gn,,6/10/2011,SBL,-104.52,0
3010006353,gn,,6/10/2011,SBL,-104.52,0
3010006383,gn,,6/10/2011,SBL,-104.52,0
3010006384,gn,,6/10/2011,SBL,-104.52,0
3010006463,gn,,6/10/2011,SBL,-104.52,0
3010006807,gn,,6/10/2011,SBL,-104.52,0
3010006822,gn,,6/10/2011,SBL,-104.52,0
3010006826,gn,,6/10/2011,SBL,-104.52,0
3010006829,gn,,6/10/2011,SBL,-104.52,0
3010007050,gn,,6/10/2011,SBL,-104.52,0
3010007051,gn,,6/10/2011,SBL,-104.52,0
3010007257,gn,,6/10/2011,SBL,-104.52,0
3010007262,gn,,6/10/2011,SBL,-104.52,0
3010007266,gn,,6/10/2011,SBL,-104.52,0
3010007301,gn,,6/10/2011,SBL,-104.52,0
3010007316,gn,,6/10/2011,SBL,-104.52,0
3010007350,gn,,6/10/2011,SBL,-104.52,0
3010007365,gn,,6/10/2011,SBL,-104.52,0
