1006500216,ot,0.001
1007693774,e3,0.008
3900378100,e3,0.014
3900378105,e3,0.014
1004609293,ot,0.017
1006444162,e3,0.018
1006781403,e3,0.018
1006806342,e3,0.019
1007372040,e3,0.019
1006806388,e3,0.020
1006577214,e3,0.020
1007019236,e3,0.020
1006395492,e3,0.022
1006448783,e3,0.023
1009335978,e3,0.032
3903066456,e3,0.052
8317831103,e3,0.078
1004609293,gn,0.079
1006073909,e3,0.084
1007265772,e3,0.092
1009375830,e3,0.095
1007690278,e3,0.116
1005460467,z4,0.126
1007693774,e3,0.149
1004207547,e3,0.154
1004782050,ot,0.155
1002459500,e3,0.165
8319234200,e3,0.177
1006471872,e3,0.183
1008046026,e3,0.183
3903006058,e3,0.196
8308650903,e3,0.203
1006924633,e3,0.210
1006956929,e3,0.210
1005695044,e3,0.211
1001494536,gn,0.214
1007170375,e3,0.214
1006500216,gn,0.215
1001494536,e3,0.219
1009350625,e3,0.224
1005106010,e3,0.224
3903007503,e3,0.245
3900378100,e3,0.252
3900378105,e3,0.252
1008296684,e3,0.278
1008297406,e3,0.278
1004372029,e3,0.283
1005842518,e3,0.297
1004782050,gn,0.299
3903073135,e3,0.302
1005105538,e3,0.308
1002208933,e3,0.322
1009326451,e3,0.328
1006444162,e3,0.328
1006781403,e3,0.333
1007140318,e3,0.337
1006806342,e3,0.343
1007693774,ot,0.346
1007372040,e3,0.355
1007275404,e3,0.356
1006806388,e3,0.361
1006577214,e3,0.362
1007019236,e3,0.377
1006395492,e3,0.400
1009335978,ot,0.404
1006448783,e3,0.418
1006375469,e3,0.423
1007519142,e3,0.424
1005782672,e3,0.440
1003128876,e3,0.452
3903010308,e3,0.485
1007693774,gn,0.513
1003123540,e3,0.530
8328956804,e3,0.574
3903066456,gn,0.576
1002479695,e3,0.590
1006781369,e3,0.592
1009335978,e3,0.593
1007690278,gn,0.606
1009178854,e3,0.633
1006981134,e3,0.663
1005213494,e3,0.667
1005642529,e3,0.692
1007693863,e3,0.697
1007345534,e3,0.717
1007068600,e3,0.720
1006444162,ot,0.732
1009327660,e3,0.789
1000138166,e3,0.795
1009335978,gn,0.796
1009375830,gn,0.806
1006448783,gn,0.808
1005867466,e3,0.836
1007372040,ot,0.843
1006577214,ot,0.861
3900378100,gn,0.867
3900378105,gn,0.867
1005811221,e3,0.873
1004609337,e3,0.928
1005721756,e3,0.953
3903066456,e3,0.961
1008661734,e3,1.031
1006781403,gn,1.146
1009162718,e3,1.200
1007372040,gn,1.220
1006395492,gn,1.234
1006577214,gn,1.245
1006444162,gn,1.253
8318744401,e3,1.265
1005717477,e3,1.284
1007019236,gn,1.293
1006806342,gn,1.303
1007304043,z6,1.325
8313899600,e3,1.357
1006806388,gn,1.365
3903068641,e3,1.371
8317831103,e3,1.442
1001838103,e3,1.473
8317831103,gn,1.519
8319234200,gn,1.523
1006073909,e3,1.538
3903006058,gn,1.585
1008046026,gn,1.591
1006073909,gn,1.605
1007265772,e3,1.682
1006924633,gn,1.689
1006956929,gn,1.689
8318866207,z4,1.731
1009375830,e3,1.751
1006814388,e3,1.791
8318711106,e3,1.819
1004207547,gn,1.840
1007265772,gn,1.866
1006781403,ot,1.868
1005695044,gn,1.870
1009375830,ot,1.876
1009350625,gn,1.938
1004684674,e3,1.942
1005106010,gn,1.948
1007170375,gn,1.957
1006806342,ot,2.052
1007019236,ot,2.114
1007690278,e3,2.135
3900379150,e3,2.147
1006806388,ot,2.156
3903007062,e3,2.191
3903066456,ot,2.210
1006395492,ot,2.248
1007140318,ot,2.322
8318866207,z6,2.324
1006471872,gn,2.333
1008297406,ot,2.357
3903073135,gn,2.359
1002459500,gn,2.450
1005105538,gn,2.550
1002208933,gn,2.556
1004372029,ot,2.599
1007265772,ot,2.617
1009326451,gn,2.698
1008296684,gn,2.735
1006073909,ot,2.750
1004207547,e3,2.837
1007519142,gn,2.888
8319234200,ot,2.954
1005782672,gn,2.971
3903006058,ot,3.022
1002459500,e3,3.037
1008046026,ot,3.054
1004207547,ot,3.071
1007416618,e3,3.205
8319234200,e3,3.261
1007139945,e3,3.303
1006471872,e3,3.364
1008046026,e3,3.368
1006924633,ot,3.395
1006956929,ot,3.395
1003128876,gn,3.426
1007170375,ot,3.518
1006448783,ot,3.543
1003123540,gn,3.599
1008297406,gn,3.604
3903006058,e3,3.611
1005695044,ot,3.617
8307065708,ot,3.656
1007140318,gn,3.701
1005106010,ot,3.731
8308650903,e3,3.732
1009350625,ot,3.760
1006924633,e3,3.853
1006956929,e3,3.853
1006471872,ot,3.871
1005695044,e3,3.881
1008296684,ot,3.889
1002479695,gn,3.903
8328956804,gn,3.915
1007170375,e3,3.934
1004372029,gn,3.961
1001494536,e3,4.020
1007690278,ot,4.052
3903007503,gn,4.086
1009350625,e3,4.107
1005106010,e3,4.120
1003173040,e3,4.142
1007275404,gn,4.149
1009327541,e3,4.278
1004757818,e3,4.288
3903073135,ot,4.344
1006818516,e3,4.451
1006981134,gn,4.501
3903007503,e3,4.501
1005213494,gn,4.529
1007349273,e3,4.575
8317831103,ot,4.593
1005642529,gn,4.672
8308650903,gn,4.795
1007693863,gn,4.811
3903010308,gn,4.888
1005105538,ot,4.997
1002208933,ot,5.023
1007345534,gn,5.028
1005842518,gn,5.101
1008296684,e3,5.107
1008297406,e3,5.107
1007068600,gn,5.163
1004372029,e3,5.202
1009326451,ot,5.220
1002299639,gn,5.377
1004809148,e3,5.407
1000138166,gn,5.438
1005842518,e3,5.456
1009327660,gn,5.485
1005867466,gn,5.487
3903073135,e3,5.548
1005105538,e3,5.669
1002208933,e3,5.910
1001494536,ot,5.929
1009326451,e3,6.032
1007140318,e3,6.194
3903082295,e3,6.447
1007275404,e3,6.536
1007034102,e3,6.613
1004609337,gn,6.653
1007275404,ot,6.951
1006781369,gn,7.111
1008661734,gn,7.328
1002459500,ot,7.392
1006182587,e3,7.618
1006375469,e3,7.775
1007519142,e3,7.788
1005782672,e3,8.081
8319342307,e3,8.097
1005721756,gn,8.222
1003128876,e3,8.298
1007519142,ot,8.312
3900378386,ot,8.411
8318744401,gn,8.573
1005782672,ot,8.626
3903010308,e3,8.911
8313899600,gn,9.278
1003123540,e3,9.747
1006781369,ot,9.900
1001838103,gn,9.973
8308650903,ot,10.096
1003128876,ot,10.441
1003123540,ot,10.452
8328956804,e3,10.542
1009162718,gn,10.614
1002479695,e3,10.842
1006781369,e3,10.886
3903095695,e3,11.051
8328956804,ot,11.067
1006814388,gn,11.533
1002479695,ot,11.560
1009178854,e3,11.639
8616256809,e3,11.832
3903007503,ot,12.032
1006981134,e3,12.186
1005213494,e3,12.263
8318711106,gn,12.308
1005642529,e3,12.723
1006981134,ot,12.744
1007693863,e3,12.808
1009325397,e3,12.871
1005213494,ot,13.013
1005842518,ot,13.171
1007345534,e3,13.183
1007068600,e3,13.239
1005642529,ot,13.263
3903010308,ot,13.432
1004684674,gn,13.746
1007693863,ot,13.926
1007345534,ot,14.124
1009327660,e3,14.497
1000138166,e3,14.614
3900379150,gn,14.914
1005867466,e3,15.369
1000138166,ot,15.377
1009327660,ot,15.457
1005811221,e3,16.038
3903068641,gn,16.476
1005811221,gn,16.795
1005717477,gn,16.857
1004609337,e3,17.052
1005721756,e3,17.507
3903007062,gn,17.638
3900355709,z4,18.346
1008661734,e3,18.945
1004609337,ot,19.002
1008661734,ot,19.159
1007068600,ot,19.475
1006288072,e3,19.872
1005867466,ot,20.888
1009178854,gn,21.101
1007416618,gn,21.890
1009162718,e3,22.052
1009327541,gn,22.684
1007139945,gn,23.033
8318744401,e3,23.242
1005721756,ot,23.257
1005717477,e3,23.595
8318744401,ot,24.641
8313899600,e3,24.942
3903068641,e3,25.197
8313899600,ot,25.815
1003173040,gn,26.648
