1001838103,e3,27.068
1006182587,z6,28.030
1001838103,ot,28.696
1004757818,gn,29.269
8308650903,e4,29.884
1006818516,gn,30.012
1007349273,gn,31.265
1007034102,ot,32.445
1006814388,e3,32.911
8318711106,e3,33.420
3903007062,ot,33.639
1006814388,ot,34.563
8318711106,ot,34.872
1004684674,e3,35.695
1009178854,ot,35.840
1005717477,ot,37.158
1004684674,ot,39.283
3900379150,e3,39.449
3903007062,e3,40.273
3900379150,ot,42.510
3903082295,gn,43.414
1005811221,ot,48.002
1007034102,gn,50.971
1009325397,gn,53.911
1009327541,ot,55.414
3903095695,gn,58.845
1007416618,e3,58.892
1006182587,gn,59.384
1007139945,e3,60.701
1007416618,ot,61.880
1007349273,ot,63.706
1007139945,ot,64.780
1003173040,e3,76.119
1003173040,ot,76.484
1009327541,e3,78.611
1004757818,e3,78.799
1006818516,e3,81.798
1004757818,ot,82.753
1007349273,e3,84.080
1006818516,ot,85.935
1004809148,e3,99.372
8616256809,gn,102.216
1004809148,gn,105.715
8319342307,gn,109.762
3903082295,e3,118.469
3903068641,ot,121.094
1007034102,e3,121.522
3903082295,ot,125.016
1009325397,ot,132.083
1004809148,e4,137.369
1006182587,e3,140.000
8319342307,e3,148.805
1006182587,ot,174.281
3903095695,e3,203.075
1006288072,gn,216.467
8616256809,e3,217.438
1009325397,e3,236.528
3903095695,ot,274.455
8616256809,ot,288.044
1009325401,e77,291.421
8319342307,ot,351.922
1006288072,e3,365.190
1004809148,ot,447.599
1006288072,ot,663.223
